rt,serialno,division,puma10,puma20,region,st,adjhsg,adjinc,wgtp,np,typehugq,accessinet,acr,ags,bath,bdsp,bld,broadbnd,compothx,conp,dialup,elefp,elep,fs,fulfp,fulp,gasfp,gasp,hfl,hispeed,hotwat,insp,laptop,mhp,mrgi,mrgp,mrgt,mrgx,othsvcex,refr,rmsp,rntm,rntp,rwat,rwatpr,satellite,sink,smartphone,smp,stov,tablet,tel,ten,vacs,valp,veh,watfp,watp,yrblt,cplt,fincp,fparc,grntp,grpip,hhl,hhlanp,hhldragep,hhldrhisp,hhldrrac1p,hht,hht2,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,multg,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,plmprp,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxamt,wif,wkexrel,workstat,faccessp,facrp,fagsp,fbathp,fbdsp,fbldp,fbroadbndp,fcompothxp,fconp,fdialupp,felep,ffincp,ffsp,ffulp,fgasp,fgrntp,fhflp,fhincp,fhispeedp,fhotwatp,finsp,fkitp,flaptopp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fothsvcexp,fplmp,fplmprp,frefrp,frmsp,frntmp,frntp,frwatp,frwatprp,fsatellitep,fsinkp,fsmartphonp,fsmocp,fsmp,fsmxhp,fsmxsp,fstovp,ftabletp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyrbltp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,family_type,median_sss,income,below_ess_inc,below_ess_finc,below_35_finc
H,2019HU0146159,5,51089,-9,3,51,1148217,1159866,33,2,1,1,1,NA,1,1,02,1,2,NA,2,3,120,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,650,1,9,2,1,1,NA,1,1,1,3,NA,NA,2,2,NA,1970,1,45000,4,770,21,1,9500,33,01,1,1,02,45000,0,4,4,4,1,1,1,4,0,2,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,36,9,27,9,49,43,30,31,46,11,22,37,42,54,52,12,38,27,53,35,37,64,38,54,8,11,32,37,37,53,35,10,28,8,11,69,25,31,49,42,41,48,25,38,10,11,40,26,29,44,35,12,32,12,11,49,31,42,10,32,35,11,33,11,47,54,27,39,35,8,32,43,38,60,53,18,43,32,a2i0p0s0t0,43378.545,45000,No,No,No
H,2019HU0147161,5,51090,-9,3,51,1148217,1159866,22,1,1,1,2,1,1,3,02,1,2,0,2,3,150,2,2,NA,4,500,2,1,9,2000,1,NA,NA,NA,NA,3,2,1,8,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,700000,5,2,NA,1990,NA,NA,NA,NA,NA,1,9500,64,01,1,6,05,41000,0,4,4,4,1,1,1,5,0,NA,0,0,0,37,0,1,9,0,0,1,0,3,1254,NA,0,1,5250,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,23,7,21,18,25,37,6,36,10,31,19,27,22,7,25,36,21,6,20,25,33,23,6,6,6,25,25,29,25,16,36,33,31,25,7,25,35,23,6,33,17,6,24,22,26,55,7,34,10,42,16,25,22,7,24,41,25,7,22,24,44,24,8,7,6,24,21,26,24,19,32,33,36,19,6,25,34,19,a1i0p0s0t0,28273.535,41000,No,NA,NA
H,2019HU0149982,5,51089,-9,3,51,1148217,1159866,45,5,1,1,1,NA,1,3,02,1,1,NA,2,3,160,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,5,2,1300,1,9,2,1,1,NA,1,1,1,3,NA,NA,4,3,1200,1940,1,76000,2,1560,25,1,9500,31,01,1,1,01,76000,0,2,2,2,1,1,1,1,3,5,0,0,3,NA,0,1,9,0,1,0,0,2,NA,NA,1,0,NA,2,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,44,38,49,40,41,89,71,61,58,16,43,73,52,46,59,46,15,13,12,14,39,53,50,51,46,79,72,64,42,12,39,57,50,59,75,59,10,14,21,20,49,39,51,44,46,70,62,85,57,15,45,70,37,36,64,53,11,12,14,19,56,38,38,43,40,64,63,93,43,12,51,56,52,57,57,41,12,14,14,a2i0p0s1t2,66130.4,76000,No,No,No
H,2019HU0151259,5,51090,-9,3,51,1148217,1159866,8,1,1,1,1,NA,1,2,02,1,2,0,2,3,50,2,2,NA,4,80,1,1,9,900,1,NA,1,980,1,1,2,1,9,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,350000,1,3,600,1939,NA,NA,NA,NA,NA,1,9500,52,01,1,6,05,75000,0,4,4,4,1,1,1,5,0,NA,0,0,0,19,0,1,9,0,0,0,0,3,1160,3,0,1,1650,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,8,9,10,5,7,7,7,13,6,13,3,1,13,14,2,10,9,12,3,3,6,6,15,10,9,7,9,10,7,8,2,3,21,14,2,7,6,14,2,4,8,9,11,9,6,10,9,13,5,10,3,2,12,15,3,9,7,8,2,3,11,11,10,7,10,12,8,10,6,8,2,3,21,12,2,7,7,a1i0p0s0t0,28273.535,75000,No,NA,NA
H,2019HU0151426,5,51090,-9,3,51,1148217,1159866,14,1,1,1,NA,NA,1,1,07,1,2,200,2,3,50,2,2,NA,1,NA,1,1,9,50,1,NA,2,900,1,1,2,1,3,NA,NA,1,9,1,1,1,NA,1,1,1,1,NA,230000,1,3,80,1990,NA,NA,NA,NA,NA,1,9500,22,01,1,4,09,650,0,4,4,4,1,1,1,1,0,NA,0,0,0,101,0,1,9,0,0,0,0,3,1161,3,0,0,1650,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,16,3,10,4,12,12,6,11,16,7,5,18,19,14,26,15,23,13,14,20,14,3,14,7,19,13,2,13,34,7,6,30,14,11,19,10,30,14,12,4,13,28,21,26,19,10,19,13,4,21,25,4,9,14,5,12,5,12,15,4,12,35,14,21,14,13,23,17,4,22,18,4,11,20,6,15,5,17,14,35,a1i0p0s0t0,28273.535,650,Yes,NA,NA
H,2019HU0155806,5,51090,-9,3,51,1148217,1159866,11,3,1,1,NA,NA,1,2,09,1,2,NA,2,3,50,2,2,NA,1,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,940,1,9,2,1,1,NA,1,1,1,3,NA,NA,2,1,NA,1990,1,49200,2,990,24,3,1500,43,01,6,1,01,49200,0,2,2,2,1,1,1,3,1,3,0,0,1,NA,0,1,9,0,1,0,0,3,NA,NA,1,0,NA,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,9,7,11,18,17,4,11,17,11,9,14,10,4,17,2,2,8,18,4,19,12,9,12,17,15,3,6,22,21,13,10,20,3,11,4,4,13,10,3,21,8,15,15,13,9,4,20,16,19,9,8,19,3,7,4,4,11,11,3,19,9,13,14,20,8,4,14,13,23,11,12,22,3,9,4,3,9,a2i0p0s0t1,49006.325,49200,No,No,No
H,2019HU0155947,5,51089,-9,3,51,1148217,1159866,8,2,1,1,3,1,1,3,02,1,1,0,2,3,200,2,3,550,4,30,6,2,9,1000,1,NA,NA,NA,NA,3,2,1,7,NA,NA,1,9,1,1,1,NA,1,1,1,2,NA,240000,4,2,NA,1939,1,84100,4,NA,NA,1,9500,75,01,1,1,02,84100,0,4,4,4,1,1,1,6,0,2,0,0,0,9,0,1,9,0,0,2,1,1,655,NA,0,0,3550,2,04,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,12,8,14,14,14,15,7,7,11,11,7,13,13,9,7,7,7,14,10,8,2,7,2,2,2,2,10,8,2,2,7,3,2,8,8,7,9,2,9,7,2,8,1,2,2,2,10,8,3,3,7,3,2,8,8,6,8,1,8,8,14,9,10,14,11,14,7,7,14,13,8,13,12,8,8,8,7,16,8,7,a2i0p0s0t0,43378.545,84100,No,No,No
H,2019HU0157662,5,51090,-9,3,51,1148217,1159866,21,3,1,1,1,NA,1,4,02,1,2,0,2,3,140,2,2,NA,4,160,1,1,9,1800,1,NA,NA,NA,NA,3,2,1,8,NA,NA,1,9,1,1,1,NA,1,1,1,2,NA,350000,1,3,700,1950,1,72510,4,NA,NA,1,9500,72,01,1,1,02,72510,0,4,4,4,1,1,1,7,0,3,0,0,0,12,0,1,9,0,0,2,2,1,746,NA,0,1,2850,1,08,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,23,37,18,34,24,31,19,9,20,5,20,19,6,20,36,6,6,8,6,19,29,6,18,5,27,31,22,40,22,34,22,26,38,23,6,34,37,5,6,16,24,5,24,8,16,25,16,44,22,33,20,19,34,25,6,29,35,35,41,19,23,32,34,46,25,32,26,9,21,7,22,17,6,20,39,5,7,39,a3i0p0s0t0,51757.69,72510,No,No,No
H,2019HU0158104,5,51090,-9,3,51,1148217,1159866,10,5,1,1,2,1,1,6,02,1,2,0,2,3,250,2,2,NA,3,NA,3,1,9,1400,1,NA,1,2000,1,1,2,1,15,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,450000,3,3,240,1980,NA,194700,2,NA,NA,1,9500,50,01,1,3,06,194700,0,2,2,2,1,1,1,5,2,5,0,0,2,14,0,1,9,0,1,0,0,3,2270,3,0,1,3050,3,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,2,3,17,8,2,14,15,9,13,3,12,12,11,11,3,9,10,9,21,17,3,3,17,14,3,16,17,10,10,3,9,9,9,10,3,12,12,9,20,19,2,3,14,11,4,15,17,9,11,3,13,12,10,11,2,14,10,9,14,13,4,3,17,10,4,20,20,9,12,4,9,9,9,9,3,9,9,11,a3i0p0s0t2,62463.89,194700,No,No,No
H,2019HU0158240,5,51089,-9,3,51,1148217,1159866,10,2,1,1,2,1,1,3,02,1,2,0,2,3,220,1,2,NA,3,NA,3,1,9,830,1,NA,NA,NA,NA,3,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,160000,1,2,NA,1970,1,30700,4,NA,NA,1,9500,76,01,1,1,02,30700,0,4,4,4,1,1,1,7,0,2,0,0,0,15,0,1,9,0,0,2,2,3,377,NA,0,1,1050,0,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,4,10,9,15,17,3,2,20,10,3,18,13,11,11,3,10,9,9,12,11,3,8,11,17,16,3,2,16,10,2,16,18,13,11,2,10,10,10,8,7,16,11,10,3,3,17,17,4,10,18,3,3,10,8,15,8,14,10,10,10,20,10,8,3,3,13,15,3,10,17,3,3,9,8,18,9,8,a2i0p0s0t0,43378.545,30700,Yes,Yes,Yes
H,2019HU0160303,5,51090,-9,3,51,1148217,1159866,57,3,1,1,1,NA,1,3,02,1,2,0,2,3,230,2,2,NA,3,NA,3,1,9,900,1,NA,1,1300,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,337000,3,3,400,2000,1,155000,4,NA,NA,1,9500,58,01,1,1,02,155000,0,4,4,4,1,1,1,5,0,3,0,0,0,12,0,1,9,0,0,1,0,2,1563,3,0,1,3650,3,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,51,53,17,57,57,88,87,18,16,100,45,18,91,93,66,61,16,53,58,61,65,48,79,70,73,14,20,102,86,19,53,83,16,17,57,53,87,52,64,59,55,52,86,57,50,17,20,92,100,17,57,92,17,14,59,69,102,60,54,58,51,56,17,53,57,83,102,19,19,98,54,17,92,82,54,54,18,60,50,a3i0p0s0t0,51757.69,155000,No,No,No
H,2019HU0164375,5,51090,-9,3,51,1148217,1159866,22,1,1,1,3,1,1,1,02,2,2,NA,2,3,40,2,2,NA,3,NA,6,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,200,1,9,2,1,1,NA,1,1,1,3,NA,NA,2,2,NA,1940,NA,NA,NA,240,8,1,9500,84,01,1,4,09,35000,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,9,0,0,1,1,1,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,28,24,18,18,20,37,41,35,19,5,28,39,21,25,29,22,6,7,6,7,23,22,16,24,21,35,40,32,19,6,24,43,21,21,37,25,33,37,43,33,17,23,20,24,28,6,7,7,22,48,24,6,20,25,7,21,43,35,38,35,17,20,23,20,20,7,7,6,19,31,18,6,18,23,7,21,7,a1i0p0s0t0,28273.535,35000,No,NA,NA
H,2019HU0164696,5,51090,-9,3,51,1148217,1159866,63,1,1,1,NA,NA,1,0,04,1,2,NA,2,3,50,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,1,2,720,1,9,2,1,1,NA,1,2,1,3,NA,NA,1,3,300,1960,NA,NA,NA,795,21,1,9500,21,01,1,4,09,45000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,25,17,96,15,52,80,77,64,83,61,52,26,126,63,23,60,70,76,98,99,75,74,86,83,17,81,68,87,74,25,141,57,50,14,52,25,20,106,57,75,17,25,108,25,53,40,81,106,89,73,97,18,96,64,13,75,78,71,91,80,71,51,52,51,21,90,66,74,65,16,87,57,83,32,79,22,36,110,93,a1i0p0s0t0,28273.535,45000,No,NA,NA
H,2019HU0166304,5,51090,-9,3,51,1148217,1159866,23,2,1,1,1,NA,1,4,02,1,2,0,2,3,200,2,2,NA,3,NA,3,1,9,0,1,NA,NA,NA,NA,3,2,1,10,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,400000,2,3,300,1960,1,322700,4,NA,NA,1,9500,79,01,1,1,02,322700,0,4,4,4,1,1,1,7,0,2,0,0,0,2,0,1,9,0,0,2,2,1,579,NA,0,1,4250,1,06,03,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,23,26,6,41,21,29,7,23,20,39,22,29,7,31,38,23,33,25,44,21,7,7,22,20,9,38,20,37,32,23,38,6,21,26,24,6,28,38,23,46,28,22,48,6,29,21,32,21,18,7,31,21,36,6,8,21,7,24,6,23,33,34,20,23,34,6,25,8,8,20,6,33,28,22,23,45,20,8,a2i0p0s0t0,43378.545,322700,No,No,No
H,2019HU0167025,5,51090,-9,3,51,1148217,1159866,25,3,1,1,1,NA,1,4,02,1,1,0,2,3,120,2,2,NA,3,NA,3,1,9,1200,1,NA,2,1600,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,300000,2,3,80,2010,1,85500,1,NA,NA,1,9500,37,01,1,1,01,85500,0,1,1,1,1,1,1,3,1,3,0,0,1,26,0,1,9,0,1,0,0,3,1827,3,0,1,1750,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,37,28,9,49,45,26,24,10,23,21,23,25,8,25,25,44,48,23,43,55,7,28,45,8,8,23,23,47,31,21,24,22,42,23,15,7,7,24,34,36,6,33,48,9,8,27,27,41,19,30,31,24,38,25,24,7,6,25,7,9,46,29,8,40,40,22,18,7,33,32,26,23,8,24,18,36,36,21,a2i1p0s0t0,60440.175,85500,No,No,No
H,2019HU0168522,5,51090,-9,3,51,1148217,1159866,24,1,1,1,NA,NA,1,1,06,1,2,NA,2,3,40,2,2,NA,3,NA,1,2,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,880,1,9,2,1,1,NA,1,2,1,3,NA,NA,1,2,NA,1960,NA,NA,NA,920,21,1,9500,24,01,1,4,09,53000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,20,7,23,36,33,42,31,10,21,6,22,27,9,35,6,43,54,19,26,22,32,72,33,8,14,7,12,41,37,58,17,20,30,18,47,8,7,23,21,27,27,8,32,34,20,50,35,8,28,6,19,23,6,20,8,40,38,27,29,31,23,36,20,11,23,6,6,35,23,34,25,35,58,27,44,11,7,46,a1i0p0s0t0,28273.535,53000,No,NA,NA
H,2019HU0171292,5,51090,-9,3,51,1148217,1159866,30,2,1,1,NA,NA,1,2,05,1,2,NA,2,3,110,2,2,NA,3,NA,3,1,9,NA,2,NA,NA,NA,NA,NA,2,1,4,2,1100,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,3,800,1970,NA,38000,2,1277,40,1,9500,34,01,1,2,10,38000,0,2,2,2,1,1,1,2,1,2,0,0,1,NA,0,1,9,0,1,0,0,3,NA,NA,1,0,NA,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,27,42,32,35,38,64,40,59,12,35,8,26,30,41,10,9,59,24,10,28,44,30,46,51,9,25,10,27,32,7,30,8,40,53,30,28,25,10,31,43,24,8,30,39,37,11,38,7,59,27,40,29,31,35,68,51,10,34,59,20,9,32,9,9,38,29,57,26,29,49,31,35,9,12,29,32,22,53,a1i0p0s1t0,49075.075,38000,Yes,Yes,No
H,2019HU0171432,5,51089,-9,3,51,1148217,1159866,4,2,1,1,1,NA,1,4,02,2,2,0,2,3,100,2,3,1300,3,NA,2,1,9,550,1,NA,NA,NA,NA,3,2,1,7,NA,NA,1,9,2,1,2,NA,1,2,1,2,NA,150000,2,3,330,1950,1,92000,4,NA,NA,1,9500,63,01,1,1,02,92000,0,4,4,4,1,1,1,7,0,2,0,0,0,6,0,1,9,0,0,2,0,1,436,NA,0,1,1850,1,07,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,6,4,1,7,7,1,3,4,0,3,1,3,3,4,7,4,1,6,4,3,6,3,1,5,7,1,4,4,1,3,1,4,4,4,7,4,1,6,4,3,5,4,1,5,6,1,3,4,1,3,1,4,4,4,6,4,1,5,4,3,7,4,1,4,6,1,4,4,1,4,1,3,4,3,7,4,1,a2i0p0s0t0,43378.545,92000,No,No,No
H,2019HU0172999,5,51089,-9,3,51,1148217,1159866,7,5,1,1,1,NA,1,4,02,1,2,NA,2,3,340,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,9,2,1200,1,9,2,1,1,NA,1,1,1,3,NA,NA,3,3,830,1939,1,130000,2,1609,15,1,9500,45,01,1,1,01,130000,0,2,2,2,1,1,1,3,1,5,0,0,1,NA,0,1,9,0,1,0,0,3,NA,NA,1,0,NA,3,02,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,7,2,12,12,7,9,3,5,9,5,9,3,6,7,9,14,6,10,12,2,6,19,3,2,8,6,11,9,5,9,9,13,9,7,2,2,9,3,2,11,9,2,10,12,6,7,3,8,8,6,6,2,7,8,10,12,7,10,14,3,8,12,3,3,6,6,11,9,9,8,7,12,6,7,3,2,10,a4c1,71386.235,130000,No,No,No
H,2019HU0175024,5,51090,-9,3,51,1148217,1159866,24,3,1,1,1,NA,1,3,03,1,2,NA,2,3,50,2,2,NA,4,200,1,1,9,NA,1,NA,NA,NA,NA,NA,2,1,5,2,1400,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,3,700,1960,1,101700,1,1708,20,3,1250,33,01,1,1,01,101700,0,1,1,1,1,1,1,1,1,3,0,0,1,NA,0,1,9,0,1,0,0,3,NA,NA,1,0,NA,2,02,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,29,19,37,22,9,22,6,6,51,28,48,31,21,34,29,49,7,26,5,27,25,25,45,30,8,25,7,8,39,27,45,31,26,32,18,42,6,23,13,24,17,18,44,27,6,21,8,7,52,24,43,22,22,44,27,39,8,26,9,21,22,23,51,29,6,22,8,9,43,25,37,18,19,43,36,42,7,22,a2i1p0s0t0,60440.175,101700,No,No,No
H,2019HU0176224,5,51090,-9,3,51,1148217,1159866,10,2,1,1,1,NA,1,3,02,1,2,0,2,3,50,2,2,NA,4,20,1,1,9,2000,1,NA,NA,NA,NA,3,2,1,8,NA,NA,1,9,2,1,1,NA,1,2,1,2,NA,365000,1,3,150,1970,1,103500,4,NA,NA,1,9500,69,01,1,1,02,103500,0,4,4,4,1,1,1,7,0,2,0,0,0,5,0,1,9,0,0,2,2,3,420,NA,0,1,2050,0,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,3,4,9,9,10,10,9,27,11,2,16,9,13,9,3,10,3,3,3,9,13,20,12,8,10,11,12,5,10,18,3,9,3,10,20,9,15,3,3,10,18,16,10,9,9,11,11,3,10,17,3,11,4,7,19,11,13,18,17,12,3,2,11,7,13,12,11,20,10,3,16,11,19,8,3,8,2,14,a2i0p0s0t0,43378.545,103500,No,No,No
H,2019HU0176279,5,51090,-9,3,51,1148217,1159866,15,1,1,1,NA,NA,1,1,05,1,2,NA,2,3,60,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,3,2,850,1,9,2,1,1,NA,1,2,1,3,NA,NA,1,3,590,1980,NA,NA,NA,959,95,1,9500,22,01,1,4,09,12100,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,5,23,11,20,34,17,17,5,17,15,15,6,15,31,19,5,6,11,18,14,43,5,20,4,3,13,6,31,16,23,13,23,10,2,18,28,32,19,15,16,29,4,22,3,3,13,4,23,18,18,13,22,16,5,14,20,27,16,15,17,4,27,14,38,26,18,29,5,13,11,15,5,27,26,15,7,4,22,a1i0p0s0t0,28273.535,12100,Yes,NA,NA
H,2019HU0176422,5,51090,-9,3,51,1148217,1159866,7,2,1,1,1,NA,1,3,02,1,2,0,2,3,180,2,2,NA,3,NA,3,2,9,480,1,NA,NA,NA,NA,3,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,450000,1,3,1100,1990,1,284000,4,NA,NA,1,9500,61,01,1,1,02,284000,0,4,4,4,1,1,1,6,0,2,0,0,0,2,0,1,9,0,0,1,0,3,566,NA,0,1,3050,1,07,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,7,7,6,2,7,13,7,3,1,7,6,2,11,6,12,12,7,6,2,13,6,5,6,9,6,2,8,11,9,6,7,15,1,6,2,2,7,8,2,10,5,8,5,11,5,2,7,10,12,6,7,10,1,9,2,2,7,9,12,2,6,5,7,3,10,13,7,2,2,5,6,2,12,7,11,11,7,9,a2i0p0s0t0,43378.545,284000,No,No,No
